Column1,Unnamed: 0,en_curid,name,numlangs,countryCode3,birthyear,birthcity,gender,occupation,industry,domain,date,pageviews
418426,418426,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,788818
418515,418515,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-03,540828
418550,418550,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,486076
418596,418596,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-03,1342907
418658,418658,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-03,880595
418753,418753,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-03,380019
418909,418909,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-03,217851
419145,419145,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,688010
419242,419242,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,753150
419288,419288,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,205386
419329,419329,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,748996
419335,419335,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,1247131
419336,419336,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-04,609606
419359,419359,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,155548
419368,419368,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,299383
419431,419431,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,303350
419501,419501,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,319808
419555,419555,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-04,678016
419566,419566,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,306967
419634,419634,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-04,275320
419956,419956,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,708032
419957,419957,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,431817
419984,419984,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,679293
420015,420015,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,588319
420097,420097,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-04,384518
420117,420117,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,666501
420174,420174,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-04,657796
420193,420193,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-04,1313588
420206,420206,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,341210
420217,420217,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,557689
420222,420222,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-04,229751
420236,420236,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,382570
420310,420310,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-04,591524
420359,420359,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,660220
420585,420585,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,395619
420650,420650,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,584077
420720,420720,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-04,494863
420722,420722,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,351646
420789,420789,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-04,604423
420797,420797,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-04,1206163
420809,420809,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-04,721818
421216,421216,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-04,177015
422043,422043,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,928879
422127,422127,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,50224
425081,425081,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,297101
427520,427520,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,1281332
428474,428474,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,2403582
428833,428833,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-04,1062146
429111,429111,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,491241
429178,429178,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,620358
429267,429267,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-04,460035
429302,429302,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-04,474560
429348,429348,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-04,4528483
429410,429410,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-04,730457
429505,429505,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-04,363518
429661,429661,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-04,211299
429897,429897,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-04,569437
429994,429994,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-04,581692
430040,430040,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-04,257315
430081,430081,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,898127
430087,430087,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,1285585
430088,430088,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-05,669858
430111,430111,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,129951
430120,430120,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,326272
430183,430183,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,331288
430253,430253,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,395389
430307,430307,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-05,880814
430318,430318,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,350124
430386,430386,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-05,322673
430708,430708,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,822567
430709,430709,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,503873
430736,430736,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,739492
430767,430767,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,618888
430849,430849,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-05,556267
430869,430869,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,769387
430926,430926,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-05,734329
430945,430945,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-05,1548050
430958,430958,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,427489
430969,430969,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,626899
430974,430974,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-05,261109
430988,430988,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,303773
431062,431062,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-05,703051
431111,431111,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,698772
431337,431337,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,438533
431402,431402,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,662987
431472,431472,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-05,534222
431474,431474,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,343658
431541,431541,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-05,706584
431549,431549,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-05,1301160
431561,431561,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-05,800525
431968,431968,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-05,196159
432795,432795,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,1061566
432879,432879,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,55280
435833,435833,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,388934
438272,438272,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,905941
439226,439226,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,2517922
439585,439585,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-05,767067
439863,439863,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,594430
439930,439930,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,679223
440019,440019,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-05,485904
440054,440054,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-05,452348
440100,440100,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-05,2769679
440162,440162,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-05,832245
440257,440257,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-05,394620
440413,440413,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-05,214469
440649,440649,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-05,580240
440746,440746,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-05,685388
440792,440792,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-05,243485
440833,440833,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,683371
440839,440839,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,1032616
440840,440840,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-06,591992
440863,440863,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,90967
440872,440872,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,261686
440935,440935,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,272004
441005,441005,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,304152
441059,441059,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-06,644315
441070,441070,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,291861
441138,441138,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-06,243853
441460,441460,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,636744
441461,441461,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,398612
441488,441488,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,534013
441519,441519,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,504209
441601,441601,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-06,347113
441621,441621,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,622700
441678,441678,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-06,537560
441697,441697,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-06,1018128
441710,441710,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,334177
441721,441721,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,462787
441726,441726,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-06,191110
441740,441740,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,242286
441814,441814,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-06,476628
441863,441863,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,615115
442089,442089,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,350556
442154,442154,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,586011
442224,442224,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-06,376516
442226,442226,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,259014
442293,442293,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-06,622185
442301,442301,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-06,985530
442313,442313,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-06,587961
442720,442720,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-06,139960
443547,443547,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,827904
443631,443631,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,41147
446585,446585,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,270434
449024,449024,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,681088
449978,449978,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,1577155
450337,450337,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-06,250291
450615,450615,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,436189
450682,450682,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,521576
450771,450771,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-06,343320
450806,450806,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-06,342816
450852,450852,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-06,977108
450914,450914,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-06,772399
451009,451009,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-06,349247
451165,451165,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-06,157409
451401,451401,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-06,478202
451498,451498,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-06,533633
451544,451544,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-06,253658
451585,451585,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,477379
451591,451591,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-07,870237
451592,451592,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-07,528126
451615,451615,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,80613
451624,451624,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,237920
451687,451687,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,198000
451757,451757,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,279666
451811,451811,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-07,912666
451822,451822,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,258328
451890,451890,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-07,206698
452212,452212,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-07,471585
452213,452213,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,269933
452240,452240,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,410707
452271,452271,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,474249
452353,452353,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-07,393804
452373,452373,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-07,448267
452430,452430,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-07,439713
452449,452449,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-07,750770
452462,452462,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,241099
452473,452473,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-07,430480
452478,452478,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-07,154722
452492,452492,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-07,222117
452566,452566,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-07,337027
452615,452615,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,421843
452841,452841,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-07,242931
452906,452906,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-07,497551
452976,452976,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-07,351217
452978,452978,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,305509
453045,453045,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-07,473319
453053,453053,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-07,681044
453065,453065,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-07,476296
453472,453472,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-07,108609
454299,454299,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-07,679576
454383,454383,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-07,41631
457337,457337,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-07,156397
